AutoOff:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,432,432
AutoPreset:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,432,432,1296,432,432,432
Bass:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,1296,432
CD:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432,1296,432
Clock_Timer:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,1296,432,432,432
DBass:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432
Del:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432
Dimmer:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432
Display:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432
FMMode:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432,432,432
FM_AM:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432
InputLevel:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432
Mode:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,1296,432,432,432
MusicPort:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432
Mute:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,1296,432
Play:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,1296,432,432,432
Power:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432
PresetEQ:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432
Program:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432,432,432
ReMaster:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,432,432,432,432
Repeat:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432
Sleep:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432
Surround:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,1296,432
Treble:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,1296,432
TuneMode:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432
USB:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432,1296,432,1296,432,432,432,432,432
VolDown:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432
VolUp:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432
back:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432
down:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,432,432
forward:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432
greater10:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,432,432
left:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432
ok:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,432,432,432,432
pause:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432
right:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432
up:3456,1728,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1296,432,432,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,432,432,1296,432,432,432,1296,432,1296,432,432,432,432,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,1296,432,432,432,432,432,432,432,432,432
